"","x"
"17840","Preschool/ Primary"
"17841","No schooling"
"17842","No schooling"
"17843","No schooling"
"17844","No schooling"
"17845","No schooling"
"17846","No schooling"
"17847","No schooling"
"17848","No schooling"
"17849","No schooling"
"17850","No schooling"
"17851","Matric"
"17852","No schooling"
"17853","No schooling"
"17854","No schooling"
"17855","No schooling"
"17856","No schooling"
"17857","No schooling"
"17858","Preschool/ Primary"
"17859","No schooling"
"17860","No schooling"
"17861","No schooling"
"17862","No schooling"
"17863","Preschool/ Primary"
"17864","No schooling"
"17865","No schooling"
"17866","Matric"
"17867","No schooling"
"17868","No schooling"
"17869","No schooling"
"17870","No schooling"
"17871","No schooling"
"17872","No schooling"
"17873","Preschool/ Primary"
"17874","No schooling"
"17875","No schooling"
"17876","No schooling"
"17877","No schooling"
"17878","No schooling"
"17879","No schooling"
"17880","No schooling"
"17881","No schooling"
"17882","Preschool/ Primary"
"17883","No schooling"
"17884","No schooling"
"17885","No schooling"
"17886","No schooling"
"17887","Preschool/ Primary"
"17888","Intermediate"
"17889","No schooling"
"17890","No schooling"
"17891","Preschool/ Primary"
"17892","No schooling"
"17893","No schooling"
"17894","No schooling"
"17895","No schooling"
"17896","No schooling"
"17897","Matric"
"17898","Preschool/ Primary"
"17899","No schooling"
"17900","Preschool/ Primary"
"17901","No schooling"
"17902","No schooling"
"17903","No schooling"
"17904","Preschool/ Primary"
"17905","No schooling"
"17906","No schooling"
"17907","No schooling"
"17908","No schooling"
"17909","No schooling"
"17910","No schooling"
"17911","No schooling"
"17912","No schooling"
"17913","No schooling"
"17914","No schooling"
"17915","No schooling"
"17916","No schooling"
"17917","No schooling"
"17918","No schooling"
"17919","No schooling"
"17920","No schooling"
"17921","No schooling"
"17922","No schooling"
"17923","No schooling"
"17924","No schooling"
"17925","No schooling"
"17926","No schooling"
"17927","No schooling"
"17928","No schooling"
"17929","No schooling"
"17930","No schooling"
"17931","No schooling"
"17932","No schooling"
"17933","No schooling"
"17934","No schooling"
"17935","No schooling"
"17936","No schooling"
"17937","No schooling"
"17938","No schooling"
"17939","No schooling"
"17940","No schooling"
"17941","No schooling"
"17942","No schooling"
"17943","No schooling"
"17944","No schooling"
"17945","No schooling"
"17946","No schooling"
"17947","No schooling"
"17948","No schooling"
"17949","No schooling"
"17950","No schooling"
"17951","No schooling"
"17952","No schooling"
"17953","No schooling"
"17954","Preschool/ Primary"
"17955","Intermediate"
"17956","No schooling"
"17957","Intermediate"
"17958","Preschool/ Primary"
"17959","Preschool/ Primary"
"17960","Matric"
"17961","Matric"
"17962","Preschool/ Primary"
"17963","Matric"
"17964","No schooling"
"17965","No schooling"
"17966","Graduation"
"17967","Intermediate"
"17968","Intermediate"
"17969","Masters or above"
"17970","Middle"
"17971","Middle"
"17972","Preschool/ Primary"
"17973","Preschool/ Primary"
"17974","Preschool/ Primary"
"17975","No schooling"
"17976","Preschool/ Primary"
"17977","No schooling"
"17978","No schooling"
"17979","Matric"
"17980","No schooling"
"17981","No schooling"
"17982","No schooling"
"17983","No schooling"
"17984","Middle"
"17985","No schooling"
"17986","No schooling"
"17987","No schooling"
"17988","No schooling"
"17989","No schooling"
"17990","No schooling"
"17991","Intermediate"
"17992","Preschool/ Primary"
"17993","No schooling"
"17994","No schooling"
"17995","Preschool/ Primary"
"17996","No schooling"
"17997","No schooling"
"17998","No schooling"
"17999","No schooling"
"18000","No schooling"
"18001","No schooling"
"18002","No schooling"
"18003","No schooling"
"18004","No schooling"
"18005","Preschool/ Primary"
"18006","No schooling"
"18007","No schooling"
"18008","No schooling"
"18009","No schooling"
"18010","No schooling"
"18011","Preschool/ Primary"
"18012","No schooling"
"18013","No schooling"
"18014","No schooling"
"18015","No schooling"
"18016","No schooling"
"18017","No schooling"
"18018","No schooling"
"18019","Middle"
"18020","Preschool/ Primary"
"18021","No schooling"
"18022","No schooling"
"18023","No schooling"
"18024","Preschool/ Primary"
"18025","No schooling"
"18026","No schooling"
"18027","No schooling"
"18028","No schooling"
"18029","No schooling"
"18030","Preschool/ Primary"
"18031","No schooling"
"18032","No schooling"
"18033","No schooling"
"18034","No schooling"
"18035","No schooling"
"18036","No schooling"
"18037","No schooling"
"18038","No schooling"
"18039","No schooling"
"18040","No schooling"
"18041","No schooling"
"18042","No schooling"
"18043","No schooling"
"18044","No schooling"
"18045","No schooling"
"18046","Preschool/ Primary"
"18047","No schooling"
"18048","No schooling"
"18049","No schooling"
"18050","No schooling"
"18051","Preschool/ Primary"
"18052","No schooling"
"18053","No schooling"
"18054","No schooling"
"18055","No schooling"
"18056","No schooling"
"18057","No schooling"
"18058","No schooling"
"18059","No schooling"
"18060","Matric"
"18061","No schooling"
"18062","No schooling"
"18063","No schooling"
"18064","No schooling"
"18065","No schooling"
"18066","No schooling"
"18067","Middle"
"18068","Preschool/ Primary"
"18069","No schooling"
"18070","Preschool/ Primary"
"18071","No schooling"
"18072","No schooling"
"18073","No schooling"
"18074","Graduation"
"18075","No schooling"
"18076","No schooling"
"18077","No schooling"
"18078","No schooling"
"18079","No schooling"
"18080","No schooling"
"18081","No schooling"
"18082","No schooling"
"18083","No schooling"
"18084","Preschool/ Primary"
"18085","No schooling"
"18086","No schooling"
"18087","Matric"
"18088","Middle"
"18089","No schooling"
"18090","No schooling"
"18091","No schooling"
"18092","No schooling"
"18093","No schooling"
"18094","Middle"
"18095","No schooling"
"18096","No schooling"
"18097","No schooling"
"18098","No schooling"
"18099","No schooling"
"18100","No schooling"
"18101","Intermediate"
"18102","No schooling"
"18103","No schooling"
"18104","Middle"
"18105","No schooling"
"18106","No schooling"
"18107","No schooling"
"18108","Middle"
"18109","No schooling"
"18110","No schooling"
"18111","No schooling"
"18112","No schooling"
"18113","No schooling"
"18114","No schooling"
"18115","No schooling"
"18116","No schooling"
"18117","No schooling"
"18118","No schooling"
"18119","Preschool/ Primary"
"18120","Intermediate"
"18121","Middle"
"18122","Preschool/ Primary"
"18123","No schooling"
"18124","No schooling"
"18125","No schooling"
"18126","No schooling"
"18127","No schooling"
"18128","No schooling"
"18129","No schooling"
"18130","No schooling"
"18131","No schooling"
"18132","No schooling"
"18133","No schooling"
"18134","No schooling"
"18135","No schooling"
"18136","No schooling"
"18137","Preschool/ Primary"
"18138","No schooling"
"18139","No schooling"
"18140","No schooling"
"18141","Preschool/ Primary"
"18142","No schooling"
"18143","Matric"
"18144","Preschool/ Primary"
"18145","Preschool/ Primary"
"18146","No schooling"
"18147","No schooling"
"18148","No schooling"
"18149","Matric"
"18150","No schooling"
"18151","Preschool/ Primary"
"18152","No schooling"
"18153","No schooling"
"18154","No schooling"
"18155","Preschool/ Primary"
"18156","Middle"
"18157","Masters or above"
"18158","No schooling"
"18159","No schooling"
"18160","Graduation"
"18161","No schooling"
"18162","Preschool/ Primary"
"18163","No schooling"
"18164","No schooling"
"18165","Preschool/ Primary"
"18166","No schooling"
"18167","No schooling"
"18168","No schooling"
"18169","Preschool/ Primary"
"18170","No schooling"
"18171","No schooling"
"18172","No schooling"
"18173","No schooling"
"18174","No schooling"
"18175","Middle"
"18176","No schooling"
"18177","No schooling"
"18178","No schooling"
"18179","Matric"
"18180","Matric"
"18181","Preschool/ Primary"
"18182","No schooling"
"18183","Preschool/ Primary"
"18184","Middle"
"18185","No schooling"
"18186","No schooling"
"18187","No schooling"
"18188","Masters or above"
"18189","No schooling"
"18190","No schooling"
"18191","No schooling"
"18192","No schooling"
"18193","Middle"
"18194","No schooling"
"18195","No schooling"
"18196","Preschool/ Primary"
"18197","Preschool/ Primary"
"18198","No schooling"
"18199","No schooling"
"18200","Preschool/ Primary"
"18201","No schooling"
"18202","No schooling"
"18203","Preschool/ Primary"
"18204","No schooling"
"18205","No schooling"
"18206","Intermediate"
"18207","Preschool/ Primary"
"18208","No schooling"
"18209","No schooling"
"18210","No schooling"
"18211","No schooling"
"18212","Matric"
"18213","No schooling"
"18214","No schooling"
"18215","Preschool/ Primary"
"18216","No schooling"
"18217","Matric"
"18218","No schooling"
"18219","No schooling"
"18220","No schooling"
"18221","Masters or above"
"18222","No schooling"
"18223","Preschool/ Primary"
"18224","Matric"
"18225","No schooling"
"18226","No schooling"
"18227","Preschool/ Primary"
"18228","No schooling"
"18229","No schooling"
"18230","No schooling"
"18231","Preschool/ Primary"
"18232","No schooling"
"18233","No schooling"
"18234","No schooling"
"18235","No schooling"
"18236","No schooling"
"18237","No schooling"
"18238","Middle"
"18239","No schooling"
"18240","No schooling"
"18241","No schooling"
"18242","Preschool/ Primary"
"18243","No schooling"
"18244","No schooling"
"18245","Matric"
"18246","Middle"
"18247","Matric"
"18248","Preschool/ Primary"
"18249","Preschool/ Primary"
"18250","Matric"
"18251","Matric"
"18252","No schooling"
"18253","Middle"
"18254","Preschool/ Primary"
"18255","Matric"
"18256","Masters or above"
"18257","Matric"
"18258","Middle"
"18259","No schooling"
"18260","Graduation"
"18261","No schooling"
"18262","No schooling"
"18263","No schooling"
"18264","No schooling"
"18265","No schooling"
"18266","No schooling"
"18267","No schooling"
"18268","No schooling"
"18269","No schooling"
"18270","No schooling"
"18271","No schooling"
"18272","No schooling"
"18273","No schooling"
"18274","No schooling"
"18275","No schooling"
"18276","No schooling"
"18277","No schooling"
"18278","Matric"
"18279","Matric"
"18280","Preschool/ Primary"
"18281","No schooling"
"18282","No schooling"
"18283","No schooling"
"18284","No schooling"
"18285","Preschool/ Primary"
"18286","No schooling"
"18287","Preschool/ Primary"
"18288","No schooling"
"18289","No schooling"
"18290","No schooling"
"18291","No schooling"
"18292","No schooling"
"18293","No schooling"
"18294","No schooling"
"18295","Preschool/ Primary"
"18296","No schooling"
"18297","No schooling"
"18298","No schooling"
"18299","No schooling"
"18300","No schooling"
"18301","No schooling"
"18302","No schooling"
"18303","No schooling"
"18304","No schooling"
"18305","No schooling"
"18306","No schooling"
"18307","Preschool/ Primary"
"18308","No schooling"
"18309","No schooling"
"18310","No schooling"
"18311","Preschool/ Primary"
"18312","No schooling"
"18313","No schooling"
"18314","Matric"
"18315","No schooling"
"18316","No schooling"
"18317","No schooling"
"18318","Intermediate"
"18319","No schooling"
"18320","Preschool/ Primary"
"18321","Middle"
"18322","No schooling"
"18323","No schooling"
"18324","Middle"
"18325","Preschool/ Primary"
"18326","No schooling"
"18327","No schooling"
"18328","Intermediate"
"18329","Preschool/ Primary"
"18330","No schooling"
"18331","Preschool/ Primary"
"18332","Preschool/ Primary"
"18333","Middle"
"18334","Middle"
"18335","No schooling"
"18336","Matric"
"18337","Preschool/ Primary"
"18338","No schooling"
"18339","No schooling"
"18340","Middle"
"18341","Preschool/ Primary"
"18342","No schooling"
"18343","Preschool/ Primary"
"18344","Intermediate"
"18345","Matric"
"18346","Preschool/ Primary"
"18347","Graduation"
"18348","Matric"
"18349","Graduation"
"18350","Matric"
"18351","No schooling"
"18352","Preschool/ Primary"
"18353","Graduation"
"18354","Graduation"
"18355","No schooling"
"18356","Graduation"
"18357","No schooling"
"18358","No schooling"
"18359","Preschool/ Primary"
"18360","No schooling"
"18361","No schooling"
"18362","Middle"
"18363","Preschool/ Primary"
"18364","Middle"
"18365","Middle"
"18366","Graduation"
"18367","No schooling"
"18368","No schooling"
"18369","No schooling"
"18370","Matric"
"18371","Preschool/ Primary"
"18372","Graduation"
"18373","No schooling"
"18374","No schooling"
"18375","Matric"
"18376","Graduation"
"18377","No schooling"
"18378","No schooling"
"18379","No schooling"
"18380","No schooling"
"18381","No schooling"
"18382","No schooling"
"18383","Preschool/ Primary"
"18384","No schooling"
"18385","No schooling"
"18386","Preschool/ Primary"
"18387","No schooling"
"18388","No schooling"
"18389","No schooling"
"18390","Matric"
"18391","No schooling"
"18392","No schooling"
"18393","No schooling"
"18394","Preschool/ Primary"
"18395","No schooling"
"18396","No schooling"
"18397","No schooling"
"18398","No schooling"
"18399","Masters or above"
"18400","Preschool/ Primary"
"18401","No schooling"
"18402","Preschool/ Primary"
"18403","No schooling"
"18404","Intermediate"
"18405","Preschool/ Primary"
"18406","No schooling"
"18407","No schooling"
"18408","Masters or above"
"18409","No schooling"
"18410","No schooling"
"18411","No schooling"
"18412","No schooling"
"18413","No schooling"
"18414","No schooling"
"18415","No schooling"
"18416","Preschool/ Primary"
"18417","No schooling"
"18418","No schooling"
"18419","No schooling"
"18420","No schooling"
"18421","No schooling"
"18422","No schooling"
"18423","Preschool/ Primary"
"18424","No schooling"
"18425","Preschool/ Primary"
"18426","No schooling"
"18427","Preschool/ Primary"
"18428","Preschool/ Primary"
"18429","No schooling"
"18430","No schooling"
"18431","No schooling"
"18432","No schooling"
"18433","No schooling"
"18434","No schooling"
"18435","No schooling"
"18436","No schooling"
"18437","No schooling"
"18438","No schooling"
"18439","Preschool/ Primary"
"18440","No schooling"
"18441","Preschool/ Primary"
"18442","No schooling"
"18443","Preschool/ Primary"
"18444","No schooling"
"18445","Masters or above"
"18446","Matric"
"18447","No schooling"
"18448","No schooling"
"18449","Preschool/ Primary"
"18450","Preschool/ Primary"
"18451","No schooling"
"18452","No schooling"
"18453","No schooling"
"18454","Intermediate"
"18455","No schooling"
"18456","Middle"
"18457","No schooling"
"18458","No schooling"
"18459","Middle"
"18460","Preschool/ Primary"
"18461","No schooling"
"18462","No schooling"
"18463","Preschool/ Primary"
"18464","Preschool/ Primary"
"18465","No schooling"
"18466","No schooling"
"18467","No schooling"
"18468","Matric"
"18469","Matric"
"18470","No schooling"
"18471","Matric"
"18472","No schooling"
"18473","Matric"
"18474","No schooling"
"18475","No schooling"
"18476","No schooling"
"18477","No schooling"
"18478","No schooling"
"18479","No schooling"
"18480","No schooling"
"18481","Preschool/ Primary"
"18482","No schooling"
"18483","No schooling"
"18484","No schooling"
"18485","Preschool/ Primary"
"18486","No schooling"
"18487","Middle"
"18488","Preschool/ Primary"
"18489","No schooling"
"18490","No schooling"
"18491","No schooling"
"18492","No schooling"
"18493","No schooling"
